Date,Category,Headline,Description,Content,URL
2025-06-12,technology,"Android 16 QPR1 Beta 2 updates status bar chip for phone calls, Gemini Live - 9to5Google","With Android 16 QPR1 Beta 2, it’s slightly easier to manage ongoing calls, including Gemini Live, from the status bar chip.","With Android 16 QPR1 Beta 2, its slightly easier to manage ongoing calls, including Gemini Live, from the status bar chip.
Previously, tapping the pill-shaped chip when in a call would open the resp… [+878 chars]",http://9to5google.com/2025/06/12/android-16-qpr1-call-chip/
2025-06-12,technology,"Here’s the $2,000 fully AI-generated ad that aired during the NBA Finals - The Verge",Kalshi debuted an AI-generated ad during the NBA finals. The creator behind the ad said it only took two to three days to make using Google Veo 3.,"It apparently took just days to make using Googles new text-to-video generator, Veo 3.
If youve been on social media lately, you mightve seen the unsettling AI slop videos showing AI-generated peopl… [+1848 chars]",https://www.theverge.com/news/686474/kalshi-ai-generated-ad-nba-finals-google-veo-3
2025-06-12,technology,Apple Plans to Release Delayed Siri Apple Intelligence Features in Spring 2026 - MacRumors,"Apple is aiming to debut its delayed personalized Siri features in the spring of 2026, reports Bloomberg's Mark Gurman. Gurman claims that Apple...","Apple is aiming to debut its delayed personalized Siri features in the spring of 2026, reports Bloomberg's Mark Gurman. Gurman claims that Apple set an ""internal release target"" of 2026, which is in … [+1635 chars]",https://www.macrumors.com/2025/06/12/apple-intelligence-siri-spring-2026/
2025-06-12,technology,iPadOS 26 is perfect for the larger iPad model that’s coming - 9to5Mac,"iPadOS 26’s new app windowing system looks like the perfect match for the new, larger iPad model that Apple has in the works.","iPadOS 26 is a huge update for iPad users, with the biggest productivity changes ever introduced on the platform. While its new windowing system should be great for existing iPads, it also looks like… [+1591 chars]",https://9to5mac.com/2025/06/12/ipados-26-is-perfect-for-apples-larger-ipad-thats-coming/
2025-06-12,technology,The Meta AI app is a privacy disaster - TechCrunch,,No content available,https://techcrunch.com/2025/06/12/the-meta-ai-app-is-a-privacy-disaster/
2025-06-12,technology,"Samsung Galaxy Z Fold7, Flip7 and Watch8 series bag more certifications - GSMArena.com news - GSMArena.com","They should all be launching next month. Samsung is expected to unveil the Galaxy Z Fold7, Flip7, and Watch8 series in early or mid-July at a special...","Samsung is expected to unveil the Galaxy Z Fold7, Flip7, and Watch8 series in early or mid-July at a special Unpacked event in New York, and ahead of that all of these devices have been doing the cer… [+930 chars]",https://www.gsmarena.com/samsung_galaxy_z_fold7_flip7_and_watch8_series_bag_more_certifications-news-68232.php
2025-06-12,technology,The Switch 2 Games To Play When You’re Done With Mario Kart World - Game Informer,Or at least taking a break from Nintendo's latest kart racer.,"With the Switch 2 comes the GameCube library for Nintendo Switch Online + Expansion Pack subscribers, and though the launch lineup is small, it packs a punch. Theres The Legend of Zelda: The Wind Wak… [+711 chars]",https://www.gameinformer.com/impressions/2025/06/12/the-switch-2-games-to-play-when-youre-done-with-mario-kart-world
2025-06-12,technology,Resident Evil Requiem – The First RE Game to Make Me Jump - Anime News Network,The latest Resident Evil game is the equivalent of an icy hand on your neck when you think you're alone.,"The latest installment in CAPCOM's Resident Evilfranchise turned heads during the Summer Game Day trailer premiere. Despite the series turning thirty next year, the RE development team manages to bre… [+3447 chars]",https://www.animenewsnetwork.com/feature/2025-06-12/resident-evil-requiem-the-first-re-game-to-make-me-jump/.225505
2025-06-12,technology,Engineer creates first custom motherboard for 1990s PlayStation console - Ars Technica,New “nsOne” board can save a dying 1990s PlayStation 1 by transplanting original chips.,No content available,https://arstechnica.com/gaming/2025/06/engineer-creates-first-custom-motherboard-for-1990s-playstation-console/
2025-06-12,technology,Here are Apple’s top AI announcements from WWDC 2025 - TechCrunch,"At WWDC 2025, Apple announced several AI features, such as a workout coach, live translation, and more.","Last year, Apple’s WWDC keynote highlighted the companys ambitious strides in AI. This year, the company toned down its emphasis on Apple Intelligence and concentrated on updates to its operating sys… [+4652 chars]",https://techcrunch.com/2025/06/12/here-are-apples-top-ai-announcements-from-wwdc-2025/
2025-06-12,technology,Apple Watch Ultra 2 With Black Titanium is Now Available Refurbished - MacRumors,"Alongside the Mac Studio with M4 Max and M3 Ultra chips, the Apple Watch Ultra 2 with a Black Titanium case was also added to Apple's online...","Alongside the Mac Studio with M4 Max and M3 Ultra chips, the Apple Watch Ultra 2 with a Black Titanium case was also added to Apple's online refurbished store in the U.S. today, for the first time si… [+876 chars]",https://www.macrumors.com/2025/06/12/refurbished-black-apple-watch-ultra-2/
2025-06-12,technology,"2025 Ford Mustang GTD Starts At An Eye-Watering $327,960 - Jalopnik","The GTD's window sticker shows a base price of $318,760, but add in the $3,700 gas-guzzler tax and massive $5,500 destination fee, you get to $327,960.","The super-special 2025 Ford Mustang GTD has been deeply controversial since we first learned it was going to cost over $300,000 to start. In fact, it has our Slack channel divided into factions so en… [+1411 chars]",https://www.jalopnik.com/1884696/2025-ford-mustang-gtd-window-sticker-base-price/
